"","Hepatocyte","Cholangiocyte"
"HOOK1",1.34376817373656,3.60719777077425
"CYP2J2",1.35987026559106,1.24506834088286
"NFIA",5.20648385835886,13.2625549403784
"TM2D1",1.97372403994599,8.00021498578709
"L1TD1",0.0329454642115797,0.0326059276924426
"USP1",1.42257692078437,2.55940311403235
"DOCK7",0.318664844296393,2.30877197826625
"ANGPTL3",61.6843218631495,1.83000289332963
"ATG4C",0.247510032379667,0.714703081795227
"FOXD3-AS1",0,0.00997121807901492
"ALG6",0.46449511210781,1.30829349895106
"ITGB3BP",1.82952251032952,5.02273239145127
"EFCAB7",0.0790553466775297,0.918936428149398
"PGM1",5.15751202506754,2.93733633583996
"ROR1",0,0.462447622538782
"CACHD1",0.04512759317885,0.00503563264012478
"RAVER2",0.0456563002199452,0.809009559534921
"JAK1",6.01361191543647,8.40885799968907
"AK4",3.34780390334568,2.99766699129755
"DNAJC6",0.106615378931736,0.25241326112708
"LEPROT",2.47390023235163,12.8616249621904
"LEPR",3.12481760995503,1.11838186337438
"PDE4B",2.19433864577801,0.722129213685522
